index,x,y,z
0,0.5590280294418335,0.34850013256073,-0.6189689040184021
1,0.5772678852081299,0.29994940757751465,-0.588188886642456
2,0.5874334573745728,0.30073732137680054,-0.5876855254173279
3,0.5947948694229126,0.3025168776512146,-0.5872366428375244
4,0.5420931577682495,0.3009486198425293,-0.5776585340499878
5,0.5302096009254456,0.30261218547821045,-0.5778417587280273
6,0.5210863947868347,0.3048543930053711,-0.5777114033699036
7,0.6090551018714905,0.32745617628097534,-0.37001273036003113
8,0.5055751800537109,0.3296915292739868,-0.32240036129951477
9,0.5790001749992371,0.3984526991844177,-0.5393337607383728
10,0.5348901748657227,0.40253734588623047,-0.5269694924354553
11,0.6823722720146179,0.5756787061691284,-0.2577420473098755
12,0.4303445518016815,0.5566172003746033,-0.14113068580627441
13,0.7850736975669861,0.9519890546798706,-0.44134771823883057
14,0.24864408373832703,0.7792448997497559,-0.404327929019928
15,0.7455706000328064,0.6633188724517822,-0.7035974860191345
16,0.34061431884765625,0.47300130128860474,-0.8149166703224182
17,0.7255241274833679,0.5928873419761658,-0.7577764391899109
18,0.3501291275024414,0.3713759183883667,-0.8961473107337952
19,0.7079613208770752,0.5447303056716919,-0.7034448981285095
20,0.37436234951019287,0.36195963621139526,-0.8149001002311707
21,0.7052196264266968,0.5708609819412231,-0.6892381906509399
22,0.3820415735244751,0.4071546792984009,-0.8011690378189087
23,0.6313487887382507,1.063771367073059,-0.020560847595334053
24,0.45994898676872253,1.1271079778671265,0.02299411967396736
25,0.6397868990898132,1.5849242210388184,0.1451592892408371
26,0.465097576379776,1.5809086561203003,0.17520904541015625
27,0.6397485733032227,1.9836195707321167,0.5414249300956726
28,0.46840280294418335,1.9774290323257446,0.42145633697509766
29,0.6451813578605652,2.040576934814453,0.5665019154548645
30,0.4639553427696228,2.034339666366577,0.44128790497779846
31,0.6147938966751099,2.134739875793457,0.26623862981796265
32,0.48721423745155334,2.1232106685638428,0.11454889178276062
