index,x,y,z
0,0.7058367133140564,0.22976495325565338,1.1502856978040654e-07 
1,0.7161769866943359,0.23478306829929352,-0.005006907973438501 
2,0.7272269129753113,0.23614893853664398,-0.007375780958682299 
3,0.7354030609130859,0.23149897158145905,-0.009629504755139351 
4,0.7419978976249695,0.22773480415344238,-0.01211401354521513 
5,0.7388108968734741,0.23513755202293396,-0.0061447639018297195 
6,0.7525752782821655,0.24047474563121796,-0.010605698451399803 
7,0.7606073617935181,0.24208670854568481,-0.013751521706581116 
8,0.7668493390083313,0.24361035227775574,-0.015889594331383705 
9,0.7366915345191956,0.22228771448135376,-0.007144694682210684 
10,0.7513354420661926,0.21640005707740784,-0.010479563847184181 
11,0.7597761750221252,0.2125031054019928,-0.013679394498467445 
12,0.766534149646759,0.20964954793453217,-0.015822939574718475 
13,0.7298116683959961,0.21295499801635742,-0.008675563149154186 
14,0.738706648349762,0.20325416326522827,-0.013587086461484432 
15,0.7430971264839172,0.19702313840389252,-0.01755371131002903 
16,0.7474312782287598,0.19171924889087677,-0.020144009962677956 
17,0.7199617028236389,0.20791402459144592,-0.010468937456607819 
18,0.7190850377082825,0.200111523270607,-0.016074398532509804 
19,0.7179507613182068,0.19579583406448364,-0.01846379041671753 
20,0.7171391248703003,0.19143392145633698,-0.019662881270051003 
