index,x,y,z
0,0.24970687925815582,0.7628229260444641,1.1930369225865434e-07 
1,0.23876537382602692,0.761286735534668,-0.0020374434534460306 
2,0.22483274340629578,0.7577069997787476,-0.004838734399527311 
3,0.21368612349033356,0.7536299824714661,-0.0074818674474954605 
4,0.20532312989234924,0.7526919841766357,-0.010452422313392162 
5,0.2168002426624298,0.7685747146606445,-0.006407948676496744 
6,0.20215947926044464,0.7744398713111877,-0.010865092277526855 
7,0.1927432119846344,0.7771902680397034,-0.013827451504766941 
8,0.18500757217407227,0.7788853049278259,-0.015675831586122513 
9,0.21935467422008514,0.771177351474762,-0.00812369491904974 
10,0.2035820484161377,0.7775076031684875,-0.011771002784371376 
11,0.19294211268424988,0.7808653116226196,-0.014490265399217606 
12,0.18412815034389496,0.7826378345489502,-0.01666923426091671 
13,0.22427041828632355,0.7748815417289734,-0.009910549968481064 
14,0.2093571126461029,0.7798539400100708,-0.013119895942509174 
15,0.19918471574783325,0.7828162312507629,-0.015266322530806065 
16,0.19079028069972992,0.7845202088356018,-0.017102014273405075 
17,0.23096148669719696,0.7796547412872314,-0.011742555536329746 
18,0.2222003936767578,0.7832854986190796,-0.014651191420853138 
19,0.21548503637313843,0.785559356212616,-0.016026487573981285 
20,0.20972707867622375,0.7875921726226807,-0.01717090606689453 
