time,index,x_angle,y_angle,z_angle,x,y,z
0:00:02.080169,7,255.13019696118945,358.8954661720827,1.1427947049998723,0.6150132417678833,0.44951972365379333,-0.08449620008468628 
0:00:02.080169,8,73.91809061129598,355.30070966726623,175.11023102135485,0.6276231408119202,0.5969170928001404,-0.04200254753232002 
0:00:02.080169,9,253.9714499656884,357.1673357445281,2.947042442032528,0.631293535232544,0.5256209969520569,-0.062484826892614365 
0:00:02.080169,10,254.3756999195753,358.67327017922554,1.3776163693179613,0.6324552297592163,0.477314829826355,-0.07599423825740814 
0:00:02.080169,11,258.04840536188124,359.5906180110474,0.4184525128226809,0.632757306098938,0.43595436215400696,-0.08474916219711304 
0:00:02.080169,12,77.9250987523748,355.73107028292765,175.63485229083616,0.6462615728378296,0.6128647327423096,-0.04690391570329666 
0:00:02.080169,13,254.67919456491563,356.71738995902547,3.403288330990415,0.6504257917404175,0.542840838432312,-0.06608761847019196 
0:00:02.080169,14,256.75419487352076,358.0043123563459,2.0501860108237597,0.6520947217941284,0.49621978402137756,-0.07706181704998016 
0:00:02.080169,15,260.75753081088175,358.1985919684477,1.8250865296140373,0.6533889770507812,0.45560237765312195,-0.08367130160331726 
0:00:02.080169,16,80.40696259903451,356.2432466458817,176.1901241070386,0.6655017137527466,0.6374942660331726,-0.05292932689189911 
0:00:02.080169,17,252.30117077092245,353.2805129758253,7.050056472435357,0.6723132729530334,0.5824164152145386,-0.07050567120313644 
0:00:02.080169,18,258.78577611373737,354.39460156224436,5.713790917161432,0.6762171983718872,0.5433991551399231,-0.07824136316776276 
0:00:02.080169,19,263.16603235128974,354.41335768861893,5.626363063324334,0.6797046065330505,0.5079995393753052,-0.08248379826545715 
0:00:02.080169,20,None,None,None,0.6797046065330505,0.5079995393753052,-0.08248379826545715 
0:00:02.129584,0,221.35295608297452,50.90270294801989,298.2305113320151,0.6054162383079529,0.7004836797714233,-0.018697410821914673 
0:00:02.129584,1,251.2171207046913,24.440202764320627,334.35758772668197,0.5852952003479004,0.658567488193512,-0.032952871173620224 
0:00:02.129584,2,252.21756612832587,7.585515067614456,352.03865432796636,0.5800081491470337,0.6207631230354309,-0.045077741146087646 
0:00:02.129584,3,249.51651073987335,10.60202813181085,348.70024580519487,0.5729941129684448,0.5856605172157288,-0.058190539479255676 
0:00:02.129584,4,22.119760474106783,302.63208558753416,103.5556908350289,0.6093380451202393,0.5944232940673828,-0.0366317555308342 
0:00:02.129584,5,251.5276450559377,357.1476282799599,3.0070418166708954,0.6126860976219177,0.5306885242462158,-0.05792292207479477 
0:00:02.129584,6,250.70965130273956,358.4978881543202,1.5914172501062394,0.6138318181037903,0.48944976925849915,-0.07235673069953918 
0:00:02.129584,7,255.1408907986451,359.6361643051238,0.3764231892008391,0.6140645146369934,0.4540312886238098,-0.08175379782915115 
0:00:02.129584,8,74.14896412109282,354.74870197289187,174.54235852949967,0.6278746128082275,0.5985746383666992,-0.04071305692195892 
0:00:02.129584,9,253.90250855016507,357.25595757786175,2.8558416480077438,0.6314229965209961,0.5274435877799988,-0.061240606009960175 
0:00:02.129584,10,254.10947480043754,359.7641655992913,0.24520438604284764,0.6316291093826294,0.4792824387550354,-0.07495106011629105 
0:00:02.129584,11,257.9698482555957,1.452141673175794,358.51526476796244,0.6305541396141052,0.4378087520599365,-0.08378937840461731 
0:00:02.129584,12,77.8877658503164,354.8415268258721,174.72473194013173,0.6468168497085571,0.61394202709198,-0.04599033668637276 
0:00:02.129584,13,254.4629024553692,356.8451434570125,3.274260866455425,0.6507940888404846,0.5444207191467285,-0.06531878560781479 
0:00:02.129584,14,256.3141510087307,358.68991007281335,1.3483595746710297,0.651890754699707,0.49782875180244446,-0.07666449248790741 
0:00:02.129584,15,260.64844777322486,359.16121331310745,0.8500827354598924,0.6525024175643921,0.45660555362701416,-0.08345314115285873 
0:00:02.129584,16,80.26785043443203,355.7407282913627,175.67877101446874,0.6662265658378601,0.6382308006286621,-0.052302468568086624 
0:00:02.129584,17,251.91217472785365,353.8335870809439,6.484324992857906,0.6724419593811035,0.583545982837677,-0.07016336172819138 
0:00:02.129584,18,257.98675593288,355.6491673588271,4.447864840577013,0.6754492521286011,0.544884979724884,-0.07839035242795944 
0:00:02.129584,19,262.67026220447525,355.6881536714803,4.347235854060361,0.6781328916549683,0.5095829963684082,-0.0829312652349472 
0:00:02.129584,20,None,None,None,0.6781328916549683,0.5095829963684082,-0.0829312652349472 
0:00:02.179140,0,220.65708508350895,51.13456955942785,297.7026171603861,0.6059496402740479,0.6999210119247437,-0.01908995397388935 
0:00:02.179140,1,250.82732178594034,24.309404251678746,334.44093776063,0.5857881307601929,0.6577634215354919,-0.03374824300408363 
0:00:02.179140,2,252.0684116201823,7.161814070559445,352.4766265119368,0.5807355046272278,0.6195055246353149,-0.04612850397825241 
0:00:02.179140,3,249.31902751075205,10.924695934092403,348.3428015789894,0.5734056830406189,0.5839775204658508,-0.05953993648290634 
0:00:02.179140,4,25.615457581419065,302.53614134026543,105.41925646318359,0.6095720529556274,0.593952476978302,-0.038735002279281616 
0:00:02.179140,5,251.35593274477054,357.2047902718146,2.949752151588432,0.6129178404808044,0.5290215611457825,-0.06064227968454361 
0:00:02.179140,6,250.83906518319796,357.9008454806935,2.2221472833049534,0.6145438551902771,0.4871174693107605,-0.07520280033349991 
0:00:02.179140,7,255.36122300470038,358.54672743433844,1.5020089931196865,0.6154898405075073,0.4510400891304016,-0.08462633192539215 
0:00:02.179140,8,74.17030716397628,355.5014173086391,175.32486294709867,0.6275647878646851,0.5986950993537903,-0.04276151582598686 
0:00:02.179140,9,253.63493464507332,356.91832783213823,3.211528126217805,0.6316182613372803,0.5264542102813721,-0.06397531181573868 
0:00:02.179140,10,254.05174177347033,358.8853940550766,1.159212287149405,0.632599949836731,0.4779394268989563,-0.07783930003643036 
0:00:02.179140,11,257.99538903016696,359.97283840132434,0.02776887995318814,0.6326202154159546,0.4361252784729004,-0.08673068881034851 
0:00:02.179140,12,77.71432437327604,355.7476144627212,175.6483257370735,0.6461939215660095,0.6144980192184448,-0.04788585379719734 
0:00:02.179140,13,254.2530610690921,356.4255252843718,3.7134740212400223,0.6507658958435059,0.5440551042556763,-0.06774874776601791 
0:00:02.179140,14,256.16722880443496,357.74178275025895,2.325593982974625,0.6526746153831482,0.49705570936203003,-0.07932141423225403 
0:00:02.179140,15,260.54886882948557,357.6453510864443,2.3870134774031837,0.654404878616333,0.4555480182170868,-0.08623103052377701 
0:00:02.179140,16,80.03945392678035,356.60721363146723,176.5554159483499,0.6654433608055115,0.6389362812042236,-0.05402492359280586 
0:00:02.179140,17,251.64257994573984,353.51370159858953,6.830878862823842,0.6720712780952454,0.5836065411567688,-0.0723850205540657 
0:00:02.179140,18,257.7054136923251,354.8498828345556,5.27033095337886,0.6756839156150818,0.5444430112838745,-0.08092017471790314 
0:00:02.179140,19,262.47473762268885,354.4122020545277,5.636031343466458,0.6792207360267639,0.5086038112640381,-0.08565457165241241 
0:00:02.179140,20,None,None,None,0.6792207360267639,0.5086038112640381,-0.08565457165241241 
0:00:02.229623,0,218.19732645931967,51.267189116101456,296.3809902071948,0.6064791679382324,0.6988412141799927,-0.019290834665298462 
0:00:02.229623,1,250.5818416209329,24.71069704464723,333.9908840275691,0.5862363576889038,0.6573540568351746,-0.033915549516677856 
0:00:02.229623,2,251.78783584028088,8.07039494379069,351.5100548679932,0.5806389451026917,0.6198558807373047,-0.04625314474105835 
0:00:02.229623,3,249.18329179648873,10.733678963980477,348.5359409635284,0.5735308527946472,0.584805965423584,-0.05957905575633049 
0:00:02.229623,4,16.86249131338988,302.41175531264093,100.43529412317663,0.610431969165802,0.591602087020874,-0.03715762495994568 
0:00:02.229623,5,251.65567771650183,357.15369657108806,2.9984189343309624,0.6137978434562683,0.5273434519767761,-0.05846429616212845 
0:00:02.229623,6,250.62904246539657,357.8004130291882,2.3314338098644574,0.6154887676239014,0.48581135272979736,-0.07306639850139618 
0:00:02.229623,7,254.9184886215417,358.9266412034755,1.1116382327051981,0.616168737411499,0.45076891779899597,-0.08250944316387177 
0:00:02.229623,8,73.94675542991517,355.25318474060504,175.0615065453697,0.6287007331848145,0.5958033204078674,-0.0407755970954895 
0:00:02.229623,9,254.05367655009016,356.6739952825127,3.458796165080268,0.63301020860672,0.5245025753974915,-0.06114848703145981 
0:00:02.229623,10,254.0497326660606,359.2075324730647,0.8241944001780223,0.6337006688117981,0.47650694847106934,-0.07486593723297119 
0:00:02.229623,11,257.73574199794405,0.8242197284935557,359.1565336006368,0.6331067085266113,0.4361627697944641,-0.08363603055477142 
0:00:02.229623,12,77.74145771433632,355.4264535715172,175.32020975599787,0.6474331617355347,0.6111747026443481,-0.045609891414642334 
0:00:02.229623,13,254.8994567421189,357.17477403140055,2.9260970108889337,0.6510240435600281,0.5409229397773743,-0.0645659863948822 
0:00:02.229623,14,256.2254841395363,359.16018335003525,0.864681020232703,0.6517344117164612,0.49385586380958557,-0.07610457390546799 
0:00:02.229623,15,260.22613037085466,359.2907803939897,0.7196641527375701,0.6522480249404907,0.4529668986797333,-0.08314812183380127 
0:00:02.229623,16,80.18151982325448,355.6201100591227,175.55526296022626,0.666449248790741,0.6356632709503174,-0.05153029039502144 
0:00:02.229623,17,251.99248353595186,353.4822944522278,6.850300276476378,0.6729874014854431,0.5812391042709351,-0.06922166794538498 
0:00:02.229623,18,257.91683125619863,355.0608705016182,5.050463946245031,0.6764412522315979,0.5421578884124756,-0.07758794724941254 
0:00:02.229623,19,262.56659732184914,354.5571061089007,5.488743621446252,0.6798672676086426,0.5065039396286011,-0.08223972469568253 
0:00:02.229623,20,None,None,None,0.6798672676086426,0.5065039396286011,-0.08223972469568253 
0:00:02.279650,0,222.01546491123446,52.73934294623213,296.9837274494502,0.605545163154602,0.7008227705955505,-0.018131643533706665 
0:00:02.279650,1,251.6660923539809,24.35656271413734,334.5028374813874,0.5852873921394348,0.6583460569381714,-0.032207366079092026 
0:00:02.279650,2,252.65767721171073,6.718169462741293,352.9650181492007,0.5805295705795288,0.6197913289070129,-0.04424707591533661 
0:00:02.279650,3,248.93105512123913,11.994131549701386,347.17411572119715,0.5727048516273499,0.5854225754737854,-0.057487476617097855 
0:00:02.279650,4,24.201064290758417,301.5770746328925,104.14246524873704,0.6089463233947754,0.5945543646812439,-0.037169333547353745 
0:00:02.279650,5,251.177588342874,356.9379995485159,3.2346404580348636,0.6125168800354004,0.5313756465911865,-0.05870470404624939 
0:00:02.279650,6,250.56931803512964,358.02574794311363,2.09338429520322,0.6140267848968506,0.4900680482387543,-0.07327627390623093 
0:00:02.279650,7,255.21029387613532,358.62586890543923,1.4211980659970915,0.6149168014526367,0.4541942775249481,-0.08274763822555542 
0:00:02.279650,8,74.15784942431206,355.53039869247914,175.35468669758157,0.6266719698905945,0.5988659262657166,-0.04169471189379692 
0:00:02.279650,9,253.9828735294928,357.0566383043465,3.06201827571367,0.6304897665977478,0.5274962186813354,-0.06218273565173149 
0:00:02.279650,10,254.41984063537677,358.83618191132433,1.2082001985264041,0.6315190196037292,0.47869378328323364,-0.0757904052734375 
0:00:02.279650,11,257.8988892197126,359.6534511821012,0.354424223075602,0.6317740678787231,0.43746352195739746,-0.08463024348020554 
0:00:02.279650,12,78.11106764751919,355.81549252529624,175.72409866818109,0.6450148820877075,0.6145569086074829,-0.04734653979539871 
0:00:02.279650,13,254.43507909726097,357.7785063642752,2.3059742187042898,0.6478427052497864,0.5443328619003296,-0.06690710783004761 
0:00:02.279650,14,256.04944905339755,358.8869738337742,1.146844680003255,0.6488028764724731,0.4963696002960205,-0.07882173359394073 
0:00:02.279650,15,260.0178925285784,358.5050570232346,1.5179107041877409,0.6499015688896179,0.45490753650665283,-0.08611926436424255 
0:00:02.279650,16,80.08629223827437,355.58172592768597,175.51502417483042,0.6643421649932861,0.6390098929405212,-0.05394287034869194 
0:00:02.279650,17,251.59605043685346,354.4644083261031,5.831970038207745,0.6700129508972168,0.5834901928901672,-0.07241606712341309 
0:00:02.279650,18,257.31733035141684,355.25604127680833,4.862039494174252,0.6733328700065613,0.544461190700531,-0.08119922876358032 
0:00:02.279650,19,261.96103993652224,354.6388638777979,5.414027144040053,0.6766688823699951,0.5092618465423584,-0.08617058396339417 
0:00:02.279650,20,None,None,None,0.6766688823699951,0.5092618465423584,-0.08617058396339417 
0:00:02.329177,0,222.76951690783275,50.69513703038306,299.0693729276749,0.6042669415473938,0.700419008731842,-0.018603350967168808 
0:00:02.329177,1,250.98883814505425,23.8730959734859,334.91521890544396,0.5845243334770203,0.6582438945770264,-0.03313459828495979 
0:00:02.329177,2,251.98102562432808,7.322113469537992,352.30466153589146,0.5793727040290833,0.620118260383606,-0.04553632810711861 
0:00:02.329177,3,249.37015552514964,8.538772114143557,350.8856858907312,0.5736827850341797,0.5846516489982605,-0.05888843908905983 
0:00:02.329177,4,19.6557478937919,302.8086517081767,102.23495243911772,0.6098249554634094,0.5924889445304871,-0.036946337670087814 
0:00:02.329177,5,251.9803693795813,356.9889822033215,3.166015920243977,0.6134345531463623,0.5272321105003357,-0.058174289762973785 
0:00:02.329177,6,251.08537583127642,358.63679411018796,1.4409850644143853,0.6144839525222778,0.48551517724990845,-0.0724690854549408 
0:00:02.329177,7,255.5249180248212,359.8155179827038,0.19053007786822806,0.6146023869514465,0.44989997148513794,-0.08166328072547913 
0:00:02.329177,8,74.60957178322677,355.0746180124209,174.89237496197688,0.6278032064437866,0.5975902676582336,-0.04100913926959038 
0:00:02.329177,9,254.514990943138,356.70338636440704,3.420497547827504,0.6321253776550293,0.5252768397331238,-0.06104305386543274 
0:00:02.329177,10,254.91513484594438,358.80804658026165,1.2344793459397374,0.6331825256347656,0.476219117641449,-0.07426594197750092 
0:00:02.329177,11,258.31026849419356,359.75742158265496,0.2477162028165492,0.6333605647087097,0.4350396394729614,-0.08278610557317734 
0:00:02.329177,12,78.46351015249157,356.02577698731756,175.94410313268062,0.646051824092865,0.6140236258506775,-0.04625267907977104 
0:00:02.329177,13,255.02907471876696,356.9832054703928,3.1225850987724635,0.6498998403549194,0.5434869527816772,-0.0651145651936531 
0:00:02.329177,14,256.7103325023031,358.6035334506436,1.434876628015082,0.6510912775993347,0.4959218502044678,-0.0763494223356247 
0:00:02.329177,15,260.61308212573,358.7217547922665,1.295588078899885,0.6520265936851501,0.45456570386886597,-0.08318618685007095 
0:00:02.329177,16,80.57354007479813,356.17916441219626,176.12702212616242,0.6645320057868958,0.6392855048179626,-0.05251837149262428 
0:00:02.329177,17,252.19988823713936,354.36781296243197,5.913403437293689,0.6702433824539185,0.5841438174247742,-0.07022254914045334 
0:00:02.329177,18,258.29640287488866,355.6073535428357,4.485531477124163,0.6733123064041138,0.5450231432914734,-0.07832661271095276 
0:00:02.329177,19,262.8603488943031,355.24729651525416,4.789671028702492,0.6762890815734863,0.5094968676567078,-0.08277661353349686 
0:00:02.329177,20,None,None,None,0.6762890815734863,0.5094968676567078,-0.08277661353349686 
0:00:02.378746,0,220.2114529947486,51.57547995432879,297.1194583128996,0.6044109463691711,0.6992748975753784,-0.018913373351097107 
0:00:02.378746,1,251.16530982087315,24.277800541934422,334.5189622566065,0.5842249989509583,0.6569181084632874,-0.03336142376065254 
0:00:02.378746,2,252.07388299200346,7.465491340493596,352.1582250162962,0.5789872407913208,0.6188877820968628,-0.04566403105854988 
0:00:02.378746,3,248.89469690232022,10.633997042737699,348.62069185131105,0.572021484375,0.5842769742012024,-0.05902291089296341 
0:00:02.378746,4,18.643815886627873,302.74777782783667,101.61867038929616,0.6082976460456848,0.5917357206344604,-0.03691563382744789 
0:00:02.378746,5,251.6065272272988,357.0394886024732,3.1195942080957013,0.6118044257164001,0.5273923873901367,-0.058311671018600464 
0:00:02.378746,6,250.70355768167286,358.1889147229493,1.9188071124043045,0.6132099032402039,0.48544037342071533,-0.07300013303756714 
0:00:02.378746,7,254.96550952594572,359.2444875142788,0.7822871332297126,0.6136981844902039,0.4496802091598511,-0.08260511606931686 
0:00:02.378746,8,74.13854577763485,355.28962810569544,175.10407290475814,0.6262460350990295,0.5961669087409973,-0.04098380729556084 
0:00:02.378746,9,254.06477193651213,356.29988649099545,3.847545451745199,0.6310603618621826,0.5245820879936218,-0.06142287328839302 
0:00:02.378746,10,254.16594183919977,358.95686037760004,1.0842719986191816,0.6319791078567505,0.47603893280029297,-0.07519037276506424 
0:00:02.378746,11,257.87549903519295,0.17236538231932963,359.8237020532474,0.6318513751029968,0.4345266819000244,-0.0841083973646164 
0:00:02.378746,12,77.96203339326279,355.95730241315323,175.86671461690983,0.6446713209152222,0.6119289398193359,-0.046277500689029694 
0:00:02.378746,13,254.69289312399462,356.67236896668317,3.4497313017874967,0.6489078998565674,0.5416496396064758,-0.06551311165094376 
0:00:02.378746,14,256.1889253402815,358.6155883853145,1.4256124196091202,0.6500690579414368,0.4949919879436493,-0.07698289304971695 
0:00:02.378746,15,260.30073152051295,358.90928644887106,1.1065268169977371,0.6508618593215942,0.45394596457481384,-0.08399847894906998 
0:00:02.378746,16,80.27144359897478,356.0670528708913,176.00985343713378,0.6636172533035278,0.6368085145950317,-0.05264740064740181 
0:00:02.378746,17,251.89534877639957,353.55006654241504,6.782846148472949,0.6701106429100037,0.5822142958641052,-0.07049644738435745 
0:00:02.378746,18,257.9742131531641,354.9091059117596,5.2045056605824165,0.6736287474632263,0.5435904860496521,-0.07872436195611954 
0:00:02.378746,19,262.52601826186213,354.5946958177387,5.451343143548142,0.6769990921020508,0.5082737803459167,-0.08335758000612259 
0:00:02.378746,20,None,None,None,0.6769990921020508,0.5082737803459167,-0.08335758000612259 
0:00:02.428152,0,221.17634730404941,51.076797613299064,297.9989116073076,0.6031174659729004,0.6997929811477661,-0.018624698743224144 
