time,index,x,y,z
0:00:02.913732,0,0.6004972457885742,0.7122550010681152,7.968890969323184e-08 
0:00:02.913732,1,0.5799716114997864,0.6759119033813477,-0.012004443444311619 
0:00:02.913732,2,0.5500025749206543,0.6722854375839233,-0.019146576523780823 
0:00:02.913732,3,0.5325631499290466,0.6983290910720825,-0.023965634405612946 
0:00:02.913732,4,0.5288307666778564,0.7283837795257568,-0.029820319265127182 
0:00:02.913732,5,0.5548537373542786,0.6234720349311829,-0.02573900856077671 
0:00:02.913732,6,0.5231345295906067,0.5896318554878235,-0.03964180126786232 
0:00:02.913732,7,0.5037543177604675,0.5667519569396973,-0.04954762011766434 
0:00:02.913732,8,0.48872435092926025,0.5465964078903198,-0.05645766481757164 
0:00:02.913732,9,0.5544427037239075,0.6473292112350464,-0.023999683558940887 
0:00:02.913732,10,0.5335718393325806,0.6591507196426392,-0.039349574595689774 
0:00:02.913732,11,0.5373266339302063,0.6871594786643982,-0.045555390417575836 
0:00:02.913732,12,0.5449162721633911,0.6999187469482422,-0.048082318156957626 
0:00:02.913732,13,0.5573059916496277,0.6798757910728455,-0.022384921088814735 
0:00:02.913732,14,0.5402490496635437,0.7045689225196838,-0.03742172196507454 
0:00:02.913732,15,0.546820878982544,0.7346009612083435,-0.04062449559569359 
0:00:02.913732,16,0.556182861328125,0.7470750212669373,-0.03961154446005821 
0:00:02.913732,17,0.5622918605804443,0.7132842540740967,-0.020944716408848763 
0:00:02.913732,18,0.5512710809707642,0.7375550866127014,-0.03249875083565712 
0:00:02.913732,19,0.5548039674758911,0.7561293840408325,-0.03392118960618973 
0:00:02.913732,20,0.5607015490531921,0.7610069513320923,-0.032297175377607346 
0:00:02.985846,0,0.611092209815979,0.6935794353485107,1.1189978010861523e-07 
0:00:02.985846,1,0.5764204859733582,0.6780660152435303,-0.005707828793674707 
0:00:02.985846,2,0.5454261898994446,0.6724220514297485,-0.016164332628250122 
0:00:02.985846,3,0.5277860760688782,0.6878958344459534,-0.025675805285573006 
0:00:02.985846,4,0.5241782665252686,0.7075217962265015,-0.03633008152246475 
0:00:02.985846,5,0.5549028515815735,0.6011136770248413,-0.03532605245709419 
0:00:02.985846,6,0.5252684950828552,0.5700502395629883,-0.055141299962997437 
0:00:02.985846,7,0.505063533782959,0.5438342094421387,-0.0688222348690033 
0:00:02.985846,8,0.48966822028160095,0.5221005082130432,-0.078593909740448 
0:00:02.985846,9,0.5665113925933838,0.6147535443305969,-0.04059077426791191 
0:00:02.985846,10,0.5284813046455383,0.6280909776687622,-0.05776074528694153 
0:00:02.985846,11,0.5201797485351562,0.6499708294868469,-0.06081436201930046 
0:00:02.985846,12,0.5194014310836792,0.655853271484375,-0.06316786259412766 
0:00:02.985846,13,0.5763128399848938,0.6432837247848511,-0.045433562248945236 
0:00:02.985846,14,0.5376770496368408,0.6781294345855713,-0.061147820204496384 
0:00:02.985846,15,0.5414602160453796,0.709571123123169,-0.0558304600417614 
0:00:02.985846,16,0.5530370473861694,0.7171970009803772,-0.05053889751434326 
0:00:02.985846,17,0.5837482213973999,0.6756908297538757,-0.05051998794078827 
0:00:02.985846,18,0.5517147183418274,0.707040548324585,-0.06409995257854462 
0:00:02.985846,19,0.5519876480102539,0.7272135615348816,-0.061926696449518204 
0:00:02.985846,20,0.5607450008392334,0.7297371625900269,-0.05858244001865387 
0:00:03.077376,0,0.6078677177429199,0.688429594039917,-1.7683806419199755e-08 
0:00:03.077376,1,0.5782691836357117,0.6696752905845642,-0.0018609194085001945 
0:00:03.077376,2,0.5471786856651306,0.6579869389533997,-0.011591795831918716 
0:00:03.077376,3,0.526329517364502,0.6669806241989136,-0.021950431168079376 
0:00:03.077376,4,0.5210260152816772,0.6856868863105774,-0.0338422916829586 
