time,index,x,y,z
0:00:00.148225,0,0.34510043263435364,0.8557806015014648,3.995770327946957e-07 
0:00:00.148225,1,0.3960323929786682,0.8369742631912231,-0.009414257481694221 
0:00:00.148225,2,0.43005645275115967,0.7924742102622986,-0.020859170705080032 
0:00:00.148225,3,0.45525890588760376,0.7570834159851074,-0.0333639420568943 
0:00:00.148225,4,0.4788225591182709,0.733218789100647,-0.04760206118226051 
0:00:00.148225,5,0.422043114900589,0.7447088360786438,-0.03784735128283501 
0:00:00.148225,6,0.45805662870407104,0.7073749303817749,-0.0704159066081047 
0:00:00.148225,7,0.489083856344223,0.7107850909233093,-0.09299029409885406 
0:00:00.148225,8,0.5174109935760498,0.7252277135848999,-0.10762139409780502 
0:00:00.148225,9,0.3996443450450897,0.7470758557319641,-0.04990418255329132 
0:00:00.148225,10,0.43037357926368713,0.6957825422286987,-0.08124211430549622 
0:00:00.148225,11,0.4651787281036377,0.7005550265312195,-0.10135599225759506 
0:00:00.148225,12,0.49552273750305176,0.7158650755882263,-0.11464143544435501 
0:00:00.148225,13,0.3759165108203888,0.7657280564308167,-0.06264643371105194 
0:00:00.148225,14,0.3934348225593567,0.7224243879318237,-0.09402310103178024 
0:00:00.148225,15,0.42404037714004517,0.7239463925361633,-0.11033110320568085 
0:00:00.148225,16,0.45269736647605896,0.7303619980812073,-0.12004272639751434 
0:00:00.148225,17,0.3536388576030731,0.7945210933685303,-0.0755242109298706 
0:00:00.148225,18,0.3615973889827728,0.7756195068359375,-0.10287502408027649 
0:00:00.148225,19,0.37804296612739563,0.7719860076904297,-0.1150122657418251 
0:00:00.148225,20,0.3950924277305603,0.7703108191490173,-0.12269014120101929 
0:00:00.223741,0,0.33770644664764404,0.8594655990600586,3.935166432711412e-07 
0:00:00.223741,1,0.39083075523376465,0.8373783826828003,-0.006871161982417107 
0:00:00.223741,2,0.42506760358810425,0.7920990586280823,-0.01708167977631092 
0:00:00.223741,3,0.4513939917087555,0.7570037841796875,-0.028305696323513985 
0:00:00.223741,4,0.4766142666339874,0.7319102883338928,-0.04170788824558258 
0:00:00.223741,5,0.41768911480903625,0.7510167360305786,-0.03745059296488762 
0:00:00.223741,6,0.45494166016578674,0.7081973552703857,-0.06818558275699615 
0:00:00.223741,7,0.4863377809524536,0.7119109630584717,-0.08962403237819672 
0:00:00.223741,8,0.5149828195571899,0.7258136868476868,-0.10380376875400543 
0:00:00.223741,9,0.3967598080635071,0.7554157376289368,-0.050119005143642426 
0:00:00.223741,10,0.4258972108364105,0.6975134611129761,-0.07971864193677902 
0:00:00.223741,11,0.46188098192214966,0.7023031711578369,-0.09932376444339752 
0:00:00.223741,12,0.4932018518447876,0.7164638638496399,-0.11280667036771774 
0:00:00.223741,13,0.3739487826824188,0.776977002620697,-0.06289853900671005 
0:00:00.223741,14,0.3927837014198303,0.7239230275154114,-0.09154906123876572 
0:00:00.223741,15,0.4232824444770813,0.7248442769050598,-0.10738316923379898 
0:00:00.223741,16,0.45155590772628784,0.7314296960830688,-0.11772462725639343 
0:00:00.223741,17,0.35221654176712036,0.8087218403816223,-0.07552529871463776 
0:00:00.223741,18,0.3584114611148834,0.7852016091346741,-0.10176130384206772 
0:00:00.223741,19,0.3763859272003174,0.7772394418716431,-0.11481992900371552 
0:00:00.223741,20,0.39570778608322144,0.7730568647384644,-0.12372684478759766 
0:00:00.288380,0,0.33425813913345337,0.8598464727401733,4.1246872228839493e-07 
0:00:00.288380,1,0.3891528844833374,0.8384852409362793,-0.006969154812395573 
0:00:00.288380,2,0.4246528744697571,0.7928264737129211,-0.017570560798048973 
0:00:00.288380,3,0.4506899416446686,0.7579987645149231,-0.029412010684609413 
0:00:00.288380,4,0.47513335943222046,0.7313369512557983,-0.04313831776380539 
0:00:00.288380,5,0.4171818494796753,0.7481502890586853,-0.037822969257831573 
0:00:00.288380,6,0.4550442397594452,0.7072741985321045,-0.06985324621200562 
