time,index,x,y,z
0:00:00.113875,0,0.34201884269714355,0.6247211694717407,-3.826031900189264e-07 
0:00:00.113875,1,0.3612063527107239,0.5705675482749939,0.009964080527424812 
0:00:00.113875,2,0.3927259147167206,0.531554639339447,0.00933832861483097 
0:00:00.113875,3,0.42194241285324097,0.5200001001358032,0.00641018059104681 
0:00:00.113875,4,0.44185641407966614,0.5292795896530151,0.004802229814231396 
0:00:00.113875,5,0.4132128953933716,0.501383900642395,-0.010507805272936821 
0:00:00.113875,6,0.462979793548584,0.5060080289840698,-0.016420817002654076 
0:00:00.113875,7,0.4539984166622162,0.5285425186157227,-0.015025877393782139 
0:00:00.113875,8,0.43659234046936035,0.53305983543396,-0.012647232972085476 
0:00:00.113875,9,0.4210931062698364,0.5361757874488831,-0.0197819285094738 
0:00:00.113875,10,0.4638947546482086,0.5467220544815063,-0.022732669487595558 
0:00:00.113875,11,0.45241591334342957,0.5644099116325378,-0.019436515867710114 
0:00:00.113875,12,0.43582478165626526,0.5639171004295349,-0.01796608604490757 
0:00:00.113875,13,0.4267018437385559,0.5746428370475769,-0.02703157812356949 
0:00:00.113875,14,0.46150296926498413,0.5752763152122498,-0.029611486941576004 
0:00:00.113875,15,0.4522126019001007,0.5887753367424011,-0.02298996038734913 
0:00:00.113875,16,0.43742069602012634,0.5891178846359253,-0.01874794438481331 
0:00:00.113875,17,0.43063193559646606,0.6094277501106262,-0.0330832377076149 
0:00:00.113875,18,0.47465914487838745,0.5872976779937744,-0.03474455326795578 
0:00:00.113875,19,0.5000532865524292,0.5754728317260742,-0.03035837411880493 
0:00:00.113875,20,0.5201361179351807,0.5608079433441162,-0.02683359570801258 
0:00:00.226293,0,0.3417584002017975,0.6244857907295227,-3.1077843232196756e-07 
0:00:00.226293,1,0.3604179918766022,0.5705970525741577,0.008905904367566109 
0:00:00.226293,2,0.395052045583725,0.533851683139801,0.008156362920999527 
0:00:00.226293,3,0.4261181056499481,0.5237376093864441,0.005352127831429243 
0:00:00.226293,4,0.4480190575122833,0.5321481227874756,0.004729023668915033 
0:00:00.226293,5,0.4167299270629883,0.5047088861465454,-0.0064278412610292435 
