index,x,y,z
0,0.26392942667007446,1.003854751586914,4.290645279070304e-07 
1,0.30385902523994446,0.9666315317153931,-0.023641113191843033 
2,0.3329890966415405,0.8760638236999512,-0.027313239872455597 
3,0.2976771593093872,0.8165660500526428,-0.02614651434123516 
4,0.24968621134757996,0.7851418256759644,-0.025456184521317482 
5,0.31361907720565796,0.7085822820663452,-0.016620028764009476 
6,0.3235776722431183,0.6096793413162231,-0.026934592053294182 
7,0.32894277572631836,0.5454556345939636,-0.03365100547671318 
8,0.3323792815208435,0.48392486572265625,-0.03886932507157326 
9,0.2714606821537018,0.6945827007293701,-0.022906744852662086 
10,0.26403141021728516,0.554262101650238,-0.03852691128849983 
11,0.2562708556652069,0.47144579887390137,-0.05132455751299858 
12,0.24973610043525696,0.3995612859725952,-0.055906474590301514 
13,0.2385832816362381,0.723665177822113,-0.03181843087077141 
14,0.2270750105381012,0.6213630437850952,-0.06667652726173401 
15,0.21767747402191162,0.5489382147789001,-0.09174121171236038 
16,0.2058861255645752,0.4726729691028595,-0.10270124673843384 
17,0.21397459506988525,0.7928942441940308,-0.04067995771765709 
18,0.23687618970870972,0.7503081560134888,-0.07378657162189484 
19,0.25469550490379333,0.8148421049118042,-0.07877049595117569 
20,0.26431819796562195,0.8790448307991028,-0.07675575464963913 
