index,x,y,z
0,0.38400375843048096,0.5616248250007629,2.8676862484644516e-07 
1,0.4203373193740845,0.5409188270568848,-0.01599927246570587 
2,0.45174163579940796,0.5003396272659302,-0.025214331224560738 
3,0.4805978536605835,0.47677111625671387,-0.03425553813576698 
4,0.5061407685279846,0.47568178176879883,-0.04386219009757042 
5,0.42688626050949097,0.3962276875972748,-0.017775727435946465 
6,0.44201570749282837,0.3334745168685913,-0.029849978163838387 
7,0.4508858919143677,0.2932453155517578,-0.039057325571775436 
8,0.4575043022632599,0.2574675381183624,-0.04628476873040199 
9,0.40191030502319336,0.38292744755744934,-0.02010907232761383 
10,0.404002845287323,0.30415013432502747,-0.031038202345371246 
11,0.4046757221221924,0.25533485412597656,-0.039258841425180435 
12,0.4032673239707947,0.21469303965568542,-0.04514092952013016 
13,0.3791484534740448,0.39148810505867004,-0.024352407082915306 
14,0.36961182951927185,0.3176700472831726,-0.03637655824422836 
15,0.3630262017250061,0.27325791120529175,-0.0457146018743515 
16,0.3575330972671509,0.2342219203710556,-0.05184575915336609 
17,0.3592287600040436,0.4171709418296814,-0.030152952298521996 
18,0.3384881913661957,0.3673861622810364,-0.042766641825437546 
19,0.3238338828086853,0.336841344833374,-0.04943883791565895 
20,0.312019020318985,0.3067939877510071,-0.05331413820385933 
